prname,date,reporting_week,reporting_year,totalcases,numtotal_last7,numdeaths,numdeaths_last7,numtotal_last14,numdeaths_last14
Saskatchewan,12/11/2022,45,2022,148736,448,1691,13,1048,43
Manitoba,12/11/2022,45,2022,152345,273,2261,5,615,29
Ontario,12/11/2022,45,2022,1507773,6863,15016,123,15374,251
Quebec,12/11/2022,45,2022,1238188,5282,17204,49,10993,120
Newfoundland and Labrador,12/11/2022,45,2022,53150,177,268,6,348,11
New Brunswick,12/11/2022,45,2022,81787,518,603,4,1072,11
Nova Scotia,12/11/2022,45,2022,131825,586,628,15,1292,30
Prince Edward Island,12/11/2022,45,2022,53977,180,74,2,416,5
Yukon,12/11/2022,45,2022,4989,,32,,,
Northwest Territories,12/11/2022,45,2022,11511,,22,,,
Nunavut,12/11/2022,45,2022,3531,,7,,,
Repatriated travellers,12/11/2022,45,2022,13,0,0,0,0,0
Canada,12/11/2022,45,2022,4393114,16127,47585,312,34936,658
British Columbia,19/11/2022,46,2022,389479,495,4642,35,982,90
Alberta,19/11/2022,46,2022,617682,1377,5230,58,2690,98
Saskatchewan,19/11/2022,46,2022,149189,453,1719,28,901,41
Manitoba,19/11/2022,46,2022,152659,314,2277,16,587,21
Ontario,19/11/2022,46,2022,1513503,5730,15127,111,12593,234
Quebec,19/11/2022,46,2022,1243513,5325,17259,55,10607,104
Newfoundland and Labrador,19/11/2022,46,2022,53299,149,271,3,326,9
New Brunswick,19/11/2022,46,2022,82223,436,609,6,954,10
Nova Scotia,19/11/2022,46,2022,132351,526,639,11,1112,26
Prince Edward Island,19/11/2022,46,2022,54257,280,76,2,460,4
Yukon,19/11/2022,46,2022,4989,,32,,,
Northwest Territories,19/11/2022,46,2022,11511,,22,,,
Nunavut,19/11/2022,46,2022,3531,,7,,,
Repatriated travellers,19/11/2022,46,2022,13,0,0,0,0,0
Canada,19/11/2022,46,2022,4408199,15085,47910,325,31212,638
British Columbia,26/11/2022,47,2022,390087,608,4680,38,1103,73
Alberta,26/11/2022,47,2022,619047,1365,5272,42,2742,100
Saskatchewan,26/11/2022,47,2022,149678,489,1740,21,942,49
Manitoba,26/11/2022,47,2022,152940,281,2293,16,595,32
Ontario,26/11/2022,47,2022,1518273,4770,15208,81,10500,192
Quebec,26/11/2022,47,2022,1249703,6190,17318,59,11515,114
Newfoundland and Labrador,26/11/2022,47,2022,53465,166,275,4,315,7
New Brunswick,26/11/2022,47,2022,82819,596,615,6,1032,12
Nova Scotia,26/11/2022,47,2022,132887,536,653,14,1061,25
Prince Edward Island,26/11/2022,47,2022,54559,302,79,3,582,5
Yukon,26/11/2022,47,2022,4989,,32,,,
Northwest Territories,26/11/2022,47,2022,11511,,22,,,
Nunavut,26/11/2022,47,2022,3531,,7,,,
Repatriated travellers,26/11/2022,47,2022,13,0,0,0,0,0
Canada,26/11/2022,47,2022,4423502,15303,48194,283,30388,609
British Columbia,03/12/2022,48,2022,390626,539,4715,35,1147,73
Alberta,03/12/2022,48,2022,620201,1154,5313,41,2519,83
Saskatchewan,03/12/2022,48,2022,150139,461,1763,23,950,44
Manitoba,03/12/2022,48,2022,153194,254,2301,8,535,24
Ontario,03/12/2022,48,2022,1524410,6137,15301,93,10907,174
Quebec,03/12/2022,48,2022,1257000,7297,17373,55,13487,114
Newfoundland and Labrador,03/12/2022,48,2022,53635,170,278,3,336,7
New Brunswick,03/12/2022,48,2022,83425,606,621,6,1202,12
Nova Scotia,03/12/2022,48,2022,133406,519,666,14,1055,27
Prince Edward Island,03/12/2022,48,2022,54870,311,81,2,613,5
Yukon,03/12/2022,48,2022,4989,,32,,,
Northwest Territories,03/12/2022,48,2022,11511,,22,,,
Nunavut,03/12/2022,48,2022,3531,,7,,,
Repatriated travellers,03/12/2022,48,2022,13,0,0,0,0,0
Canada,03/12/2022,48,2022,4440950,17448,48474,280,32751,563
British Columbia,10/12/2022,49,2022,391285,659,4760,45,1198,80
Alberta,10/12/2022,49,2022,621247,1046,5339,26,2200,67
Saskatchewan,10/12/2022,49,2022,150566,427,1779,16,888,39
Manitoba,10/12/2022,49,2022,153349,155,2305,4,409,12
Ontario,10/12/2022,49,2022,1530007,5597,15407,106,11734,199
Quebec,10/12/2022,49,2022,1264376,7376,17454,81,14673,136
Newfoundland and Labrador,10/12/2022,49,2022,53785,150,282,3,320,6
New Brunswick,10/12/2022,49,2022,84244,819,628,7,1425,13
Nova Scotia,10/12/2022,49,2022,133919,513,672,6,1032,19
Prince Edward Island,10/12/2022,49,2022,55111,241,81,0,552,2
Yukon,10/12/2022,49,2022,4989,,32,,,
Northwest Territories,10/12/2022,49,2022,11511,,22,,,
Nunavut,10/12/2022,49,2022,3531,,7,,,
Repatriated travellers,10/12/2022,49,2022,13,0,0,0,0,0
Canada,10/12/2022,49,2022,4457933,16983,48768,294,34431,574
British Columbia,17/12/2022,50,2022,391897,612,4806,46,1271,91
Alberta,17/12/2022,50,2022,622210,963,5366,27,2009,53
Saskatchewan,17/12/2022,50,2022,150942,376,1800,21,803,37
Manitoba,17/12/2022,50,2022,153507,158,2331,26,313,30
Ontario,17/12/2022,50,2022,1536016,6009,15470,63,11606,169
Quebec,17/12/2022,50,2022,1272122,7746,17525,71,15122,152
Newfoundland and Labrador,17/12/2022,50,2022,53914,129,288,6,279,9
New Brunswick,17/12/2022,50,2022,84891,647,722,94,1466,101
Nova Scotia,17/12/2022,50,2022,134483,564,674,2,1078,8
Prince Edward Island,17/12/2022,50,2022,55319,208,82,1,449,1
Yukon,17/12/2022,50,2022,4989,,32,,,
Northwest Territories,17/12/2022,50,2022,11511,,22,,,
Nunavut,17/12/2022,50,2022,3531,,7,,,
Repatriated travellers,17/12/2022,50,2022,13,0,0,0,0,0
Canada,17/12/2022,50,2022,4475345,17412,49125,357,34396,651
British Columbia,24/12/2022,51,2022,392453,556,4883,77,1168,123
Alberta,24/12/2022,51,2022,623033,823,5393,27,1786,54
Saskatchewan,24/12/2022,51,2022,151268,326,1807,7,702,28
Manitoba,24/12/2022,51,2022,153650,143,2369,38,301,64
Ontario,24/12/2022,51,2022,1543300,7284,15537,67,13293,130
Quebec,24/12/2022,51,2022,1279225,7103,17603,78,14849,149
Newfoundland and Labrador,24/12/2022,51,2022,54010,96,288,,225,
New Brunswick,24/12/2022,51,2022,84891,,722,,,
Nova Scotia,24/12/2022,51,2022,135141,658,682,,1222,
Prince Edward Island,24/12/2022,51,2022,55517,198,82,0,406,1
Yukon,24/12/2022,51,2022,4989,,32,,,
Northwest Territories,24/12/2022,51,2022,11511,,22,,,
Nunavut,24/12/2022,51,2022,3531,,7,,,
Repatriated travellers,24/12/2022,51,2022,13,0,0,0,0,0
Canada,24/12/2022,51,2022,4492532,17187,49426,294,34599,651
British Columbia,31/12/2022,52,2022,393145,692,4896,13,1248,90
Alberta,31/12/2022,52,2022,623903,870,5418,25,1693,52
Saskatchewan,31/12/2022,52,2022,151570,302,1810,3,628,10
Manitoba,31/12/2022,52,2022,153784,134,2369,0,277,38
Ontario,31/12/2022,52,2022,1549124,5824,15606,69,13108,136
Quebec,31/12/2022,52,2022,1285208,5983,17660,57,13086,135
Newfoundland and Labrador,31/12/2022,52,2022,54113,103,292,,199,4
New Brunswick,31/12/2022,52,2022,85897,,740,,1006,18
Nova Scotia,31/12/2022,52,2022,135956,815,691,,1472,
Prince Edward Island,31/12/2022,52,2022,55679,162,82,0,360,0
Yukon,31/12/2022,52,2022,4989,,32,,,
Northwest Territories,31/12/2022,52,2022,11511,,22,,,
Nunavut,31/12/2022,52,2022,3531,,7,,,
Repatriated travellers,31/12/2022,52,2022,13,0,0,0,0,0
Canada,31/12/2022,52,2022,4508423,14885,49625,167,33077,483
British Columbia,07/01/2023,1,2023,393804,659,4961,65,1351,78
Alberta,07/01/2023,1,2023,624870,967,5434,16,1837,41
Saskatchewan,07/01/2023,1,2023,151941,371,1821,11,673,14
Manitoba,07/01/2023,1,2023,153919,135,2394,25,269,25
Ontario,07/01/2023,1,2023,1556580,7456,15712,106,13280,175
Quebec,07/01/2023,1,2023,1290678,5470,17713,53,11453,110
Newfoundland and Labrador,07/01/2023,1,2023,54255,142,292,,245,
New Brunswick,07/01/2023,1,2023,86418,521,749,9,,
Nova Scotia,07/01/2023,1,2023,136944,989,699,,1804,
Prince Edward Island,07/01/2023,1,2023,55825,146,83,1,308,1
Yukon,07/01/2023,1,2023,4989,,32,,,
Northwest Territories,07/01/2023,1,2023,11511,,22,,,
Nunavut,07/01/2023,1,2023,3531,,7,,,
Repatriated travellers,07/01/2023,1,2023,13,0,0,0,0,0
Canada,07/01/2023,1,2023,4525279,16856,49919,286,31741,453
British Columbia,14/01/2023,2,2023,394366,562,5007,46,1221,111
Alberta,14/01/2023,2,2023,625800,930,5452,18,1897,34
Saskatchewan,14/01/2023,2,2023,152258,317,1826,5,688,16
Manitoba,14/01/2023,2,2023,154041,122,2403,9,257,34
Ontario,14/01/2023,2,2023,1562813,6233,15794,82,13689,188
Quebec,14/01/2023,2,2023,1295068,4390,17761,48,9860,101
Newfoundland and Labrador,14/01/2023,2,2023,54332,77,296,,219,4
New Brunswick,14/01/2023,2,2023,86851,433,762,13,954,22
Nova Scotia,14/01/2023,2,2023,137669,724,705,6,1713,
Prince Edward Island,14/01/2023,2,2023,55985,160,85,2,306,3
Yukon,14/01/2023,2,2023,4989,,32,,,
Northwest Territories,14/01/2023,2,2023,11511,,22,,,
Nunavut,14/01/2023,2,2023,3531,,7,,,
Repatriated travellers,14/01/2023,2,2023,13,0,0,0,0,0
Canada,14/01/2023,2,2023,4539227,13948,50151,229,30804,519
British Columbia,21/01/2023,3,2023,394774,408,5061,54,970,100
Alberta,21/01/2023,3,2023,626473,673,5464,12,1603,30
Saskatchewan,21/01/2023,3,2023,152258,,1826,,,
Manitoba,21/01/2023,3,2023,154100,59,2418,15,181,24
Ontario,21/01/2023,3,2023,1567935,5122,15872,78,11355,160
Quebec,21/01/2023,3,2023,1298701,3633,17810,49,8023,97
Newfoundland and Labrador,21/01/2023,3,2023,54332,,296,,,
New Brunswick,21/01/2023,3,2023,87172,321,773,11,754,24
Nova Scotia,21/01/2023,3,2023,138331,662,715,10,1386,16
Prince Edward Island,21/01/2023,3,2023,56136,151,85,0,311,2
Yukon,21/01/2023,3,2023,4989,,32,,,
Northwest Territories,21/01/2023,3,2023,11511,,22,,,
Nunavut,21/01/2023,3,2023,3531,,7,,,
Repatriated travellers,21/01/2023,3,2023,13,0,0,0,0,0
Canada,21/01/2023,3,2023,4550256,11029,50380,229,24977,458
