prname,date,reporting_week,reporting_year,totalcases,numtotal_last7,numdeaths,numdeaths_last7,numtotal_last14,numdeaths_last14
Alberta,13/03/2021,10,2021,138270,2537,1950,26,4868,45
Saskatchewan,13/03/2021,10,2021,30522,929,405,9,2016,20
Manitoba,13/03/2021,10,2021,32699,530,916,12,890,23
Ontario,13/03/2021,10,2021,316359,9362,6950,80,16605,167
Quebec,13/03/2021,10,2021,289483,5013,10635,52,9965,117
Newfoundland and Labrador,13/03/2021,10,2021,1012,7,6,0,32,1
New Brunswick,13/03/2021,10,2021,1465,12,30,2,35,4
Nova Scotia,13/03/2021,10,2021,1667,13,65,0,34,0
Prince Edward Island,13/03/2021,10,2021,144,4,0,0,17,0
Yukon,13/03/2021,10,2021,72,0,1,0,0,0
Northwest Territories,13/03/2021,10,2021,42,0,0,0,0,0
Nunavut,13/03/2021,10,2021,382,11,1,0,27,0
Repatriated travellers,13/03/2021,10,2021,13,0,0,0,0,0
Canada,13/03/2021,10,2021,899552,22187,22360,199,42001,423
British Columbia,20/03/2021,11,2021,91342,3920,1421,20,7690,38
Alberta,20/03/2021,11,2021,141746,3476,1965,15,6013,41
Saskatchewan,20/03/2021,11,2021,31459,937,417,12,1866,21
Manitoba,20/03/2021,11,2021,33263,564,920,4,1094,16
Ontario,20/03/2021,11,2021,327083,10724,7028,78,20086,158
Quebec,20/03/2021,11,2021,294905,5422,10686,51,10435,103
Newfoundland and Labrador,20/03/2021,11,2021,1014,2,6,0,9,0
New Brunswick,20/03/2021,11,2021,1489,24,30,0,36,2
Nova Scotia,20/03/2021,11,2021,1684,17,66,1,30,1
Prince Edward Island,20/03/2021,11,2021,149,5,0,0,9,0
Yukon,20/03/2021,11,2021,72,0,1,0,0,0
Northwest Territories,20/03/2021,11,2021,42,0,0,0,0,0
Nunavut,20/03/2021,11,2021,390,8,3,2,18,2
Repatriated travellers,20/03/2021,11,2021,13,0,0,0,0,0
Canada,20/03/2021,11,2021,924651,25099,22542,182,47286,381
British Columbia,27/03/2021,12,2021,96613,5271,1452,31,9191,51
Alberta,27/03/2021,12,2021,146144,4398,1987,22,7874,37
Saskatchewan,27/03/2021,12,2021,32783,1324,430,13,2261,25
Manitoba,27/03/2021,12,2021,33867,604,933,13,1168,17
Ontario,27/03/2021,12,2021,340692,13609,7111,83,24333,161
Quebec,27/03/2021,12,2021,301134,6229,10730,44,11651,95
Newfoundland and Labrador,27/03/2021,12,2021,1015,1,6,0,3,0
New Brunswick,27/03/2021,12,2021,1571,82,30,0,106,0
Nova Scotia,27/03/2021,12,2021,1705,21,66,0,38,1
Prince Edward Island,27/03/2021,12,2021,156,7,0,0,12,0
Yukon,27/03/2021,12,2021,73,1,1,0,1,0
Northwest Territories,27/03/2021,12,2021,42,0,0,0,0,0
Nunavut,27/03/2021,12,2021,395,5,4,1,13,3
Repatriated travellers,27/03/2021,12,2021,13,0,0,0,0,0
Canada,27/03/2021,12,2021,956203,31552,22750,208,56651,390
British Columbia,03/04/2021,13,2021,103031,6418,1463,11,11689,42
Alberta,03/04/2021,13,2021,152158,6014,2002,15,10412,37
Saskatchewan,03/04/2021,13,2021,34323,1540,436,6,2864,19
Manitoba,03/04/2021,13,2021,34352,485,938,5,1089,18
Ontario,03/04/2021,13,2021,358558,17866,7224,113,31475,196
Quebec,03/04/2021,13,2021,309275,8141,10773,43,14370,87
Newfoundland and Labrador,03/04/2021,13,2021,1020,5,6,0,6,0
New Brunswick,03/04/2021,13,2021,1641,70,30,0,152,0
Nova Scotia,03/04/2021,13,2021,1732,27,66,0,48,0
Prince Edward Island,03/04/2021,13,2021,160,4,0,0,11,0
Yukon,03/04/2021,13,2021,74,1,1,0,2,0
Northwest Territories,03/04/2021,13,2021,43,1,0,0,1,0
Nunavut,03/04/2021,13,2021,395,0,4,0,5,1
Repatriated travellers,03/04/2021,13,2021,13,0,0,0,0,0
Canada,03/04/2021,13,2021,996775,40572,22943,193,72124,401
British Columbia,10/04/2021,14,2021,110823,7792,1504,41,14210,52
Alberta,10/04/2021,14,2021,160718,8560,2014,12,14574,27
Saskatchewan,10/04/2021,14,2021,35984,1661,453,17,3201,23
Manitoba,10/04/2021,14,2021,35101,749,949,11,1234,16
Ontario,10/04/2021,14,2021,382152,23594,7317,93,41460,206
Quebec,10/04/2021,14,2021,320990,11715,10821,48,19856,91
Newfoundland and Labrador,10/04/2021,14,2021,1029,9,6,0,14,0
New Brunswick,10/04/2021,14,2021,1713,72,33,3,142,3
Nova Scotia,10/04/2021,14,2021,1765,33,66,0,60,0
Prince Edward Island,10/04/2021,14,2021,163,3,0,0,7,0
Yukon,10/04/2021,14,2021,74,0,1,0,1,0
Northwest Territories,10/04/2021,14,2021,43,0,0,0,1,0
Nunavut,10/04/2021,14,2021,395,0,4,0,0,0
Repatriated travellers,10/04/2021,14,2021,13,0,0,0,0,0
Canada,10/04/2021,14,2021,1050964,54189,23168,225,94760,418
British Columbia,17/04/2021,15,2021,118107,7284,1530,26,15076,67
Alberta,17/04/2021,15,2021,170528,9810,2037,23,18370,35
Saskatchewan,17/04/2021,15,2021,37871,1887,464,11,3548,28
Manitoba,17/04/2021,15,2021,35989,888,958,9,1637,20
Ontario,17/04/2021,15,2021,412745,30593,7479,162,54187,255
Quebec,17/04/2021,15,2021,331262,10272,10895,74,21987,122
Newfoundland and Labrador,17/04/2021,15,2021,1042,13,6,0,22,0
New Brunswick,17/04/2021,15,2021,1778,65,33,0,137,3
Nova Scotia,17/04/2021,15,2021,1809,43,67,1,76,1
Prince Edward Island,17/04/2021,15,2021,170,7,0,0,11,0
Yukon,17/04/2021,15,2021,76,2,1,0,2,0
Northwest Territories,17/04/2021,15,2021,43,0,0,0,0,0
Nunavut,17/04/2021,15,2021,414,19,4,0,19,0
Repatriated travellers,17/04/2021,15,2021,13,0,0,0,0,0
Canada,17/04/2021,15,2021,1111847,60883,23474,306,115072,531
British Columbia,24/04/2021,16,2021,124639,6532,1563,33,13816,59
Alberta,24/04/2021,16,2021,181428,10900,2070,33,20710,56
Saskatchewan,24/04/2021,16,2021,39683,1812,473,9,3699,20
Manitoba,24/04/2021,16,2021,37339,1350,967,9,2238,18
Ontario,24/04/2021,16,2021,441404,28659,7663,184,59252,346
Quebec,24/04/2021,16,2021,339011,7749,10960,65,18021,139
Newfoundland and Labrador,24/04/2021,16,2021,1056,14,6,0,27,0
New Brunswick,24/04/2021,16,2021,1847,69,35,2,134,2
Nova Scotia,24/04/2021,16,2021,2034,226,67,0,269,1
Prince Edward Island,24/04/2021,16,2021,176,6,0,0,13,0
Yukon,24/04/2021,16,2021,80,4,1,0,6,0
Northwest Territories,24/04/2021,16,2021,49,6,0,0,6,0
Nunavut,24/04/2021,16,2021,453,39,4,0,58,0
Repatriated travellers,24/04/2021,16,2021,13,0,0,0,0,0
Canada,24/04/2021,16,2021,1169212,57365,23809,336,118249,641
British Columbia,01/05/2021,17,2021,130317,5678,1581,18,12210,51
Alberta,01/05/2021,17,2021,194476,13048,2102,32,23948,65
Saskatchewan,01/05/2021,17,2021,41360,1677,494,21,3489,30
Manitoba,01/05/2021,17,2021,38993,1654,976,9,3004,18
Ontario,01/05/2021,17,2021,466733,25329,7852,189,53988,373
Quebec,01/05/2021,17,2021,346304,7293,11031,71,15042,136
Newfoundland and Labrador,01/05/2021,17,2021,1081,25,6,0,39,0
New Brunswick,01/05/2021,17,2021,1933,86,36,1,155,3
Nova Scotia,01/05/2021,17,2021,2644,610,67,0,835,0
Prince Edward Island,01/05/2021,17,2021,180,5,0,0,10,0
Yukon,01/05/2021,17,2021,81,1,2,1,5,1
Northwest Territories,01/05/2021,17,2021,57,8,0,0,14,0
Nunavut,01/05/2021,17,2021,508,55,4,0,94,0
Repatriated travellers,01/05/2021,17,2021,13,0,0,0,0,0
Canada,01/05/2021,17,2021,1224681,55468,24151,342,112834,677
British Columbia,08/05/2021,18,2021,134937,4620,1614,33,10298,51
Alberta,08/05/2021,18,2021,208280,13804,2125,23,26852,55
Saskatchewan,08/05/2021,18,2021,42964,1604,502,8,3281,29
Manitoba,08/05/2021,18,2021,41422,2429,990,14,4083,23
Ontario,08/05/2021,18,2021,489087,22354,8028,176,47683,365
Quebec,08/05/2021,18,2021,352562,6258,11080,49,13551,120
Newfoundland and Labrador,08/05/2021,18,2021,1133,52,6,0,77,0
New Brunswick,08/05/2021,18,2021,1996,63,41,5,149,6
Nova Scotia,08/05/2021,18,2021,3697,1053,70,3,1663,3
Prince Edward Island,08/05/2021,18,2021,185,5,0,0,10,0
Yukon,08/05/2021,18,2021,82,1,2,0,2,1
Northwest Territories,08/05/2021,18,2021,90,33,0,0,41,0
Nunavut,08/05/2021,18,2021,564,56,4,0,111,0
Repatriated travellers,08/05/2021,18,2021,13,0,0,0,0,0
Canada,08/05/2021,18,2021,1277012,52332,24462,311,107800,653
British Columbia,15/05/2021,19,2021,138747,3810,1634,20,8430,53
Alberta,15/05/2021,19,2021,218620,10340,2153,28,24144,51
Saskatchewan,15/05/2021,19,2021,44364,1400,516,14,3004,22
Manitoba,15/05/2021,19,2021,44615,3193,1006,16,5622,30
Ontario,15/05/2021,19,2021,507117,18030,8219,191,40384,367
Quebec,15/05/2021,19,2021,358063,5501,11117,37,11759,86
Newfoundland and Labrador,15/05/2021,19,2021,1184,51,6,0,103,0
New Brunswick,15/05/2021,19,2021,2052,56,41,0,119,5
Nova Scotia,15/05/2021,19,2021,4600,904,72,2,1956,5
Prince Edward Island,15/05/2021,19,2021,191,6,0,0,11,0
Yukon,15/05/2021,19,2021,84,2,2,0,3,0
Northwest Territories,15/05/2021,19,2021,116,26,0,0,59,0
Nunavut,15/05/2021,19,2021,611,47,4,0,103,0
Repatriated travellers,15/05/2021,19,2021,13,0,0,0,0,0
Canada,15/05/2021,19,2021,1320377,43365,24770,308,95697,619
British Columbia,22/05/2021,20,2021,141729,2982,1667,33,6792,53
Alberta,22/05/2021,20,2021,223983,5363,2188,35,15703,63
Saskatchewan,22/05/2021,20,2021,45490,1126,526,10,2526,24
Manitoba,22/05/2021,20,2021,47977,3362,1028,22,6555,38
Ontario,22/05/2021,20,2021,520774,13657,8358,139,31687,330
Quebec,22/05/2021,20,2021,362208,4145,11169,52,9646,89
Newfoundland and Labrador,22/05/2021,20,2021,1230,46,6,0,97,0
New Brunswick,22/05/2021,20,2021,2115,63,43,2,119,2
Nova Scotia,22/05/2021,20,2021,5190,589,77,5,1493,7
Prince Edward Island,22/05/2021,20,2021,197,6,0,0,12,0
Yukon,22/05/2021,20,2021,84,0,2,0,2,0
Northwest Territories,22/05/2021,20,2021,125,10,0,0,36,0
Nunavut,22/05/2021,20,2021,636,25,4,0,72,0
Repatriated travellers,22/05/2021,20,2021,13,0,0,0,0,0
Canada,22/05/2021,20,2021,1351752,31374,25068,298,74739,606
British Columbia,29/05/2021,21,2021,143839,2110,1699,32,5092,65
Alberta,29/05/2021,21,2021,227109,3126,2223,35,8489,70
Saskatchewan,29/05/2021,21,2021,46464,974,537,11,2100,21
Manitoba,29/05/2021,21,2021,50498,2521,1045,17,5883,39
Ontario,29/05/2021,21,2021,529510,8736,8478,120,22393,259
Quebec,29/05/2021,21,2021,364996,2788,11200,31,6933,83
Newfoundland and Labrador,29/05/2021,21,2021,1302,72,6,0,118,0
New Brunswick,29/05/2021,21,2021,2191,76,43,0,139,2
Nova Scotia,29/05/2021,21,2021,5501,311,83,6,900,12
Prince Edward Island,29/05/2021,21,2021,202,5,0,0,11,0
Yukon,29/05/2021,21,2021,84,0,2,0,0,0
Northwest Territories,29/05/2021,21,2021,128,2,0,0,12,0
Nunavut,29/05/2021,21,2021,645,9,4,0,33,0
Repatriated travellers,29/05/2021,21,2021,13,0,0,0,0,0
Canada,29/05/2021,21,2021,1372482,20730,25320,252,52104,551
British Columbia,05/06/2021,22,2021,145266,1427,1719,20,3537,52
Alberta,05/06/2021,22,2021,229090,1981,2247,24,5107,59
Saskatchewan,05/06/2021,22,2021,47285,821,546,9,1795,20
Manitoba,05/06/2021,22,2021,52530,2032,1072,27,4553,44
Ontario,05/06/2021,22,2021,535419,5909,8593,115,14645,235
Quebec,05/06/2021,22,2021,366801,1805,11225,25,4593,56
Newfoundland and Labrador,05/06/2021,22,2021,1347,45,6,0,117,0
New Brunswick,05/06/2021,22,2021,2262,71,44,1,147,1
Nova Scotia,05/06/2021,22,2021,5648,147,87,4,458,10
Prince Edward Island,05/06/2021,22,2021,205,3,0,0,8,0
Yukon,05/06/2021,22,2021,85,1,2,0,1,0
Northwest Territories,05/06/2021,22,2021,128,0,0,0,3,0
Nunavut,05/06/2021,22,2021,649,4,4,0,13,0
Repatriated travellers,05/06/2021,22,2021,13,0,0,0,0,0
Canada,05/06/2021,22,2021,1386728,14246,25546,225,34976,478
British Columbia,12/06/2021,23,2021,146272,1006,1730,11,2433,31
Alberta,12/06/2021,23,2021,230397,1307,2269,22,3288,46
Saskatchewan,12/06/2021,23,2021,47875,590,555,9,1411,18
Manitoba,12/06/2021,23,2021,54163,1633,1092,20,3665,47
Ontario,12/06/2021,23,2021,539153,3734,8695,102,9643,217
Quebec,12/06/2021,23,2021,368095,1294,11240,15,3099,40
Newfoundland and Labrador,12/06/2021,23,2021,1374,27,7,1,72,1
New Brunswick,12/06/2021,23,2021,2291,29,45,1,100,2
Nova Scotia,12/06/2021,23,2021,5729,82,89,2,229,6
Prince Edward Island,12/06/2021,23,2021,206,1,0,0,4,0
Yukon,12/06/2021,23,2021,100,15,2,0,16,0
Northwest Territories,12/06/2021,23,2021,128,0,0,0,0,0
Nunavut,12/06/2021,23,2021,654,5,4,0,9,0
Repatriated travellers,12/06/2021,23,2021,13,0,0,0,0,0
Canada,12/06/2021,23,2021,1396450,9722,25728,183,23969,408
British Columbia,19/06/2021,24,2021,146996,724,1740,10,1730,21
Alberta,19/06/2021,24,2021,231268,871,2290,21,2178,43
Saskatchewan,19/06/2021,24,2021,48381,506,562,7,1096,16
Manitoba,19/06/2021,24,2021,55238,1075,1118,26,2708,46
Ontario,19/06/2021,24,2021,541880,2727,8751,56,6461,158
Quebec,19/06/2021,24,2021,369073,978,11254,14,2272,29
Newfoundland and Labrador,19/06/2021,24,2021,1383,9,7,0,36,1
New Brunswick,19/06/2021,24,2021,2316,25,45,0,54,1
Nova Scotia,19/06/2021,24,2021,5779,50,90,1,131,3
Prince Edward Island,19/06/2021,24,2021,206,0,0,0,1,0
Yukon,19/06/2021,24,2021,159,59,3,1,74,1
Northwest Territories,19/06/2021,24,2021,128,0,0,0,0,0
Nunavut,19/06/2021,24,2021,657,3,4,0,8,0
Repatriated travellers,19/06/2021,24,2021,13,0,0,0,0,0
Canada,19/06/2021,24,2021,1403477,7027,25864,136,16750,318
British Columbia,26/06/2021,25,2021,147475,479,1749,9,1203,19
Alberta,26/06/2021,25,2021,231783,515,2297,7,1386,28
Saskatchewan,26/06/2021,25,2021,48706,325,566,4,831,11
Manitoba,26/06/2021,25,2021,55878,640,1138,20,1715,46
Ontario,26/06/2021,25,2021,543917,2037,8858,107,4764,163
Quebec,26/06/2021,25,2021,369725,652,11264,10,1630,24
Newfoundland and Labrador,26/06/2021,25,2021,1384,1,7,0,10,0
New Brunswick,26/06/2021,25,2021,2324,8,45,0,33,0
Nova Scotia,26/06/2021,25,2021,5820,41,91,1,90,2
Prince Edward Island,26/06/2021,25,2021,207,1,0,0,1,0
Yukon,26/06/2021,25,2021,264,105,4,1,164,2
Northwest Territories,26/06/2021,25,2021,128,0,0,0,0,0
Nunavut,26/06/2021,25,2021,657,0,4,0,3,0
Repatriated travellers,26/06/2021,25,2021,13,0,0,0,0,0
Canada,26/06/2021,25,2021,1408280,4803,26023,159,11830,295
British Columbia,03/07/2021,26,2021,147735,260,1756,7,739,16
Alberta,03/07/2021,26,2021,232137,354,2304,7,869,14
Saskatchewan,03/07/2021,26,2021,48931,225,568,2,550,6
Manitoba,03/07/2021,26,2021,56353,475,1148,10,1115,30
Ontario,03/07/2021,26,2021,545590,1673,8947,89,3710,196
Quebec,03/07/2021,26,2021,370240,515,11270,6,1167,16
Newfoundland and Labrador,03/07/2021,26,2021,1387,3,7,0,4,0
New Brunswick,03/07/2021,26,2021,2335,11,45,0,19,0
Nova Scotia,03/07/2021,26,2021,5847,28,92,1,68,2
Prince Edward Island,03/07/2021,26,2021,208,1,0,0,2,0
Yukon,03/07/2021,26,2021,367,103,5,1,208,2
Northwest Territories,03/07/2021,26,2021,128,0,0,0,0,0
Nunavut,03/07/2021,26,2021,657,0,4,0,0,0
Repatriated travellers,03/07/2021,26,2021,13,0,0,0,0,0
Canada,03/07/2021,26,2021,1411929,3648,26146,123,8451,282
British Columbia,10/07/2021,27,2021,148077,342,1760,4,602,11
Alberta,10/07/2021,27,2021,232442,305,2306,2,659,9
Saskatchewan,10/07/2021,27,2021,49240,309,572,4,534,6
Manitoba,10/07/2021,27,2021,56826,473,1160,12,948,22
Ontario,10/07/2021,27,2021,546983,1393,8985,38,3066,127
Quebec,10/07/2021,27,2021,370742,502,11273,3,1017,9
Newfoundland and Labrador,10/07/2021,27,2021,1402,15,7,0,18,0
New Brunswick,10/07/2021,27,2021,2336,1,46,1,12,1
Nova Scotia,10/07/2021,27,2021,5865,17,92,0,45,1
Prince Edward Island,10/07/2021,27,2021,208,0,0,0,1,0
Yukon,10/07/2021,27,2021,458,90,5,0,194,1
Northwest Territories,10/07/2021,27,2021,128,0,0,0,0,0
Nunavut,10/07/2021,27,2021,657,0,4,0,0,0
Repatriated travellers,10/07/2021,27,2021,13,0,0,0,0,0
Canada,10/07/2021,27,2021,1415377,3448,26210,64,7096,187
British Columbia,17/07/2021,28,2021,148387,310,1761,1,652,5
Alberta,17/07/2021,28,2021,232729,287,2315,9,592,11
Saskatchewan,17/07/2021,28,2021,49397,157,575,3,466,7
Manitoba,17/07/2021,28,2021,57124,298,1164,4,771,16
Ontario,17/07/2021,28,2021,548040,1057,9024,39,2450,77
Quebec,17/07/2021,28,2021,371279,537,11278,5,1039,8
Newfoundland and Labrador,17/07/2021,28,2021,1433,31,7,0,46,0
New Brunswick,17/07/2021,28,2021,2345,9,46,0,10,1
Nova Scotia,17/07/2021,28,2021,5872,7,92,0,24,0
Prince Edward Island,17/07/2021,28,2021,208,0,0,0,0,0
Yukon,17/07/2021,28,2021,499,41,6,1,131,1
Northwest Territories,17/07/2021,28,2021,128,0,0,0,0,0
Nunavut,17/07/2021,28,2021,657,0,4,0,0,0
Repatriated travellers,17/07/2021,28,2021,13,0,0,0,0,0
Canada,17/07/2021,28,2021,1418111,2734,26272,62,6182,126
British Columbia,24/07/2021,29,2021,148936,549,1767,6,859,7
Alberta,24/07/2021,29,2021,233464,735,2320,5,1022,14
Saskatchewan,24/07/2021,29,2021,49656,259,578,3,416,6
Manitoba,24/07/2021,29,2021,57413,289,1171,7,587,11
Ontario,24/07/2021,29,2021,549156,1116,9046,22,2173,61
Quebec,24/07/2021,29,2021,371978,699,11284,6,1236,11
Newfoundland and Labrador,24/07/2021,29,2021,1437,4,7,0,35,0
New Brunswick,24/07/2021,29,2021,2350,5,46,0,14,0
Nova Scotia,24/07/2021,29,2021,5880,8,93,1,15,1
Prince Edward Island,24/07/2021,29,2021,208,0,0,0,0,0
Yukon,24/07/2021,29,2021,551,52,6,0,93,1
Northwest Territories,24/07/2021,29,2021,128,0,0,0,0,0
Nunavut,24/07/2021,29,2021,657,0,4,0,0,0
Repatriated travellers,24/07/2021,29,2021,13,0,0,0,0,0
Canada,24/07/2021,29,2021,1421827,3717,26322,50,6451,112
British Columbia,31/07/2021,30,2021,150049,1113,1771,4,1662,10
Alberta,31/07/2021,30,2021,234767,1303,2324,4,2038,9
Saskatchewan,31/07/2021,30,2021,50024,368,578,0,627,3
Manitoba,31/07/2021,30,2021,57620,207,1178,7,496,14
Ontario,31/07/2021,30,2021,550436,1280,9079,33,2396,55
Quebec,31/07/2021,30,2021,372896,918,11285,1,1617,7
Newfoundland and Labrador,31/07/2021,30,2021,1437,0,7,0,4,0
New Brunswick,31/07/2021,30,2021,2365,15,46,0,20,0
Nova Scotia,31/07/2021,30,2021,5886,6,93,0,14,1
Prince Edward Island,31/07/2021,30,2021,208,0,0,0,0,0
Yukon,31/07/2021,30,2021,596,45,7,1,97,1
Northwest Territories,31/07/2021,30,2021,128,0,0,0,0,0
Nunavut,31/07/2021,30,2021,657,0,4,0,0,0
Repatriated travellers,31/07/2021,30,2021,13,0,0,0,0,0
Canada,31/07/2021,30,2021,1427082,5255,26372,50,8971,100
British Columbia,07/08/2021,31,2021,152261,2212,1772,1,3325,5
Alberta,07/08/2021,31,2021,236761,1994,2329,5,3297,9
Saskatchewan,07/08/2021,31,2021,50477,453,582,4,821,4
Manitoba,07/08/2021,31,2021,57793,173,1183,5,380,12
Ontario,07/08/2021,31,2021,552056,1620,9133,54,2900,87
Quebec,07/08/2021,31,2021,374508,1612,11287,2,2530,3
Newfoundland and Labrador,07/08/2021,31,2021,1443,6,7,0,6,0
New Brunswick,07/08/2021,31,2021,2414,49,46,0,64,0
Nova Scotia,07/08/2021,31,2021,5901,15,93,0,21,0
Prince Edward Island,07/08/2021,31,2021,211,3,0,0,3,0
Yukon,07/08/2021,31,2021,623,27,8,1,72,2
Northwest Territories,07/08/2021,31,2021,129,1,0,0,1,0
Nunavut,07/08/2021,31,2021,657,0,4,0,0,0
Repatriated travellers,07/08/2021,31,2021,13,0,0,0,0,0
Canada,07/08/2021,31,2021,1435249,8167,26444,72,13421,122
British Columbia,14/08/2021,32,2021,155611,3350,1779,7,5562,8
Alberta,14/08/2021,32,2021,239933,3172,2332,3,5166,8
Saskatchewan,14/08/2021,32,2021,51162,685,586,4,1138,8
Manitoba,14/08/2021,32,2021,57996,203,1184,1,376,6
Ontario,14/08/2021,32,2021,555050,2994,9150,17,4614,71
Quebec,14/08/2021,32,2021,377017,2509,11290,3,4121,5
Newfoundland and Labrador,14/08/2021,32,2021,1447,4,7,0,10,0
New Brunswick,14/08/2021,32,2021,2490,76,46,0,125,0
Nova Scotia,14/08/2021,32,2021,5922,21,93,0,36,0
Prince Edward Island,14/08/2021,32,2021,218,7,0,0,10,0
Yukon,14/08/2021,32,2021,647,24,8,0,51,1
Northwest Territories,14/08/2021,32,2021,141,12,0,0,13,0
Nunavut,14/08/2021,32,2021,657,0,4,0,0,0
Repatriated travellers,14/08/2021,32,2021,13,0,0,0,0,0
Canada,14/08/2021,32,2021,1448305,13056,26479,35,21223,107
British Columbia,21/08/2021,33,2021,159643,4032,1785,6,7382,13
Alberta,21/08/2021,33,2021,244460,4527,2346,14,7699,17
Saskatchewan,21/08/2021,33,2021,52252,1090,586,0,1775,4
Manitoba,21/08/2021,33,2021,58222,226,1188,4,429,5
Ontario,21/08/2021,33,2021,558790,3740,9183,33,6734,50
Quebec,21/08/2021,33,2021,380186,3169,11295,5,5678,8
Newfoundland and Labrador,21/08/2021,33,2021,1458,11,7,0,15,0
New Brunswick,21/08/2021,33,2021,2614,124,46,0,200,0
Nova Scotia,21/08/2021,33,2021,5960,38,93,0,59,0
Prince Edward Island,21/08/2021,33,2021,223,5,0,0,12,0
Yukon,21/08/2021,33,2021,672,25,8,0,49,0
Northwest Territories,21/08/2021,33,2021,277,135,0,0,147,0
Nunavut,21/08/2021,33,2021,657,0,4,0,0,0
Repatriated travellers,21/08/2021,33,2021,13,0,0,0,0,0
Canada,21/08/2021,33,2021,1465427,17123,26541,62,30179,97
British Columbia,28/08/2021,34,2021,164329,4686,1807,22,8718,28
Alberta,28/08/2021,34,2021,251102,6642,2372,26,11169,40
Saskatchewan,28/08/2021,34,2021,53617,1365,597,11,2455,11
Manitoba,28/08/2021,34,2021,58608,386,1189,1,612,5
Ontario,28/08/2021,34,2021,563591,4801,9227,44,8541,77
Quebec,28/08/2021,34,2021,383764,3578,11297,2,6747,7
Newfoundland and Labrador,28/08/2021,34,2021,1469,11,7,0,22,0
New Brunswick,28/08/2021,34,2021,2738,124,46,0,248,0
Nova Scotia,28/08/2021,34,2021,6014,54,94,1,92,1
Prince Edward Island,28/08/2021,34,2021,230,6,0,0,12,0
Yukon,28/08/2021,34,2021,684,12,8,0,37,0
Northwest Territories,28/08/2021,34,2021,380,103,1,1,238,1
Nunavut,28/08/2021,34,2021,657,0,4,0,0,0
Repatriated travellers,28/08/2021,34,2021,13,0,0,0,0,0
Canada,28/08/2021,34,2021,1487195,21768,26648,107,38891,169
British Columbia,04/09/2021,35,2021,168983,4654,1827,20,9340,42
Alberta,04/09/2021,35,2021,259734,8632,2414,42,15274,68
Saskatchewan,04/09/2021,35,2021,55750,2133,610,13,3498,24
Manitoba,04/09/2021,35,2021,58883,275,1192,3,661,4
Ontario,04/09/2021,35,2021,568822,5231,9275,48,10032,92
Quebec,04/09/2021,35,2021,388214,4450,11305,8,8028,10
Newfoundland and Labrador,04/09/2021,35,2021,1491,22,7,0,33,0
New Brunswick,04/09/2021,35,2021,2811,73,46,0,197,0
Nova Scotia,04/09/2021,35,2021,6060,46,94,0,100,1
Prince Edward Island,04/09/2021,35,2021,234,5,0,0,11,0
Yukon,04/09/2021,35,2021,694,10,8,0,22,0
Northwest Territories,04/09/2021,35,2021,471,91,1,0,194,1
Nunavut,04/09/2021,35,2021,658,1,4,0,1,0
Repatriated travellers,04/09/2021,35,2021,13,0,0,0,0,0
Canada,04/09/2021,35,2021,1512818,25622,26783,135,47390,242
British Columbia,11/09/2021,36,2021,173981,4998,1856,29,9652,49
Alberta,11/09/2021,36,2021,269172,9438,2471,57,18070,99
Saskatchewan,11/09/2021,36,2021,58293,2543,618,8,4676,21
Manitoba,11/09/2021,36,2021,59275,392,1200,8,667,11
Ontario,11/09/2021,36,2021,573835,5013,9333,58,10244,106
Quebec,11/09/2021,36,2021,393191,4977,11321,16,9427,24
Newfoundland and Labrador,11/09/2021,36,2021,1532,41,7,0,63,0
New Brunswick,11/09/2021,36,2021,2960,149,47,1,222,1
Nova Scotia,11/09/2021,36,2021,6155,95,94,0,141,0
Prince Edward Island,11/09/2021,36,2021,246,12,0,0,17,0
Yukon,11/09/2021,36,2021,701,7,9,1,17,1
Northwest Territories,11/09/2021,36,2021,565,94,1,0,185,0
Nunavut,11/09/2021,36,2021,659,1,4,0,2,0
Repatriated travellers,11/09/2021,36,2021,13,0,0,0,0,0
Canada,11/09/2021,36,2021,1540578,27760,26961,178,53383,313
British Columbia,18/09/2021,37,2021,178598,4617,1888,32,9615,61
Alberta,18/09/2021,37,2021,280720,11548,2567,96,20986,153
Saskatchewan,18/09/2021,37,2021,61558,3265,638,20,5808,28
Manitoba,18/09/2021,37,2021,59666,391,1204,4,783,12
Ontario,18/09/2021,37,2021,578869,5034,9373,40,10047,98
Quebec,18/09/2021,37,2021,398338,5147,11345,24,10124,40
Newfoundland and Labrador,18/09/2021,37,2021,1555,23,7,0,64,0
New Brunswick,18/09/2021,37,2021,3300,340,48,1,489,2
Nova Scotia,18/09/2021,37,2021,6316,161,94,0,256,0
Prince Edward Island,18/09/2021,37,2021,273,27,0,0,39,0
Yukon,18/09/2021,37,2021,714,13,9,0,20,1
Northwest Territories,18/09/2021,37,2021,704,139,1,0,233,0
Nunavut,18/09/2021,37,2021,661,3,4,0,4,0
Repatriated travellers,18/09/2021,37,2021,13,0,0,0,0,0
Canada,18/09/2021,37,2021,1571286,30707,27178,217,58468,395
British Columbia,25/09/2021,38,2021,183417,4819,1922,34,9436,66
Alberta,25/09/2021,38,2021,291739,11019,2670,103,22567,199
Saskatchewan,25/09/2021,38,2021,64949,3391,667,29,6656,49
Manitoba,25/09/2021,38,2021,60100,434,1208,4,825,8
Ontario,25/09/2021,38,2021,583275,4406,9422,49,9440,89
Quebec,25/09/2021,38,2021,403084,4746,11372,27,9893,51
